0.0	7.099999904632568	14.299999237060547	21.399999618530273	28.599998474121094	35.69999694824219	42.89999771118164	50.0	57.099998474121094	64.29999542236328	71.39999389648438	78.5999984741211	85.69999694824219	92.89999389648438	100.0
800.0	0.0	120.0	188.0	224.0	232.0	241.0	250.0	259.0	267.0	276.0	285.0	294.0	302.0	311.0	320.0
1200.0	0.0	118.0	188.0	224.0	232.0	241.0	250.0	259.0	267.0	276.0	285.0	294.0	302.0	311.0	320.0
1600.0	0.0	111.0	188.0	224.0	232.0	241.0	250.0	259.0	267.0	276.0	285.0	294.0	302.0	311.0	320.0
2000.0	0.0	106.0	188.0	224.0	232.0	241.0	250.0	259.0	267.0	276.0	285.0	294.0	302.0	311.0	320.0
2400.0	0.0	103.0	188.0	224.0	232.0	241.0	250.0	259.0	267.0	276.0	285.0	294.0	302.0	311.0	320.0
2800.0	0.0	95.0	188.0	222.0	231.0	240.0	249.0	258.0	267.0	276.0	284.0	293.0	302.0	311.0	320.0
3200.0	0.0	82.0	175.0	214.0	228.0	237.0	246.0	255.0	264.0	273.0	283.0	292.0	302.0	311.0	320.0
3600.0	0.0	77.0	169.0	212.0	227.0	236.0	245.0	255.0	264.0	273.0	283.0	292.0	301.0	311.0	320.0
4000.0	0.0	76.0	166.0	211.0	227.0	236.0	245.0	255.0	264.0	273.0	283.0	292.0	301.0	311.0	320.0
4400.0	0.0	74.0	160.0	209.0	226.0	235.0	245.0	254.0	264.0	273.0	282.0	292.0	301.0	311.0	320.0
4800.0	0.0	71.0	150.0	202.0	225.0	234.0	244.0	253.0	263.0	272.0	282.0	291.0	301.0	310.0	320.0
5200.0	0.0	70.0	143.0	194.0	219.0	229.0	239.0	249.0	259.0	270.0	280.0	290.0	300.0	310.0	320.0
5600.0	0.0	68.0	137.0	186.0	206.0	217.0	229.0	240.0	252.0	263.0	274.0	286.0	297.0	309.0	320.0
6000.0	0.0	66.0	129.0	174.0	191.0	204.0	217.0	229.0	242.0	255.0	268.0	281.0	294.0	307.0	320.0
6400.0	0.0	66.0	124.0	161.0	176.0	190.0	205.0	219.0	233.0	248.0	262.0	277.0	291.0	306.0	320.0
